,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
500.0,7.738409108070305e-08,1.2628650286633182e-07,2.007953726516571e-07,3.1164769841446267e-07,4.7297141302990357e-07,7.029869953966116e-07,1.0247602452389876e-06,1.4669916310207586e-06,2.064825332390864e-06,2.860659542802095e-06,3.904938829395449e-06,5.256909366478421e-06,6.985318619052132e-06,9.16904246924467e-06,1.1897624739802715e-05,1.5271716447837048e-05,1.9403404785978744e-05,2.441642464707168e-05,3.044624836222718e-05,3.7640052104714984e-05,4.615656003541872e-05,5.6165769659963206e-05,6.784856398249922e-05,8.139621784381467e-05,9.700980730534442e-05,0.00011489953208327841,0.00013528396185731158,0.00015838921779488382,0.0001844481008689612,0.00021369917853518767,0.0002463858411048826,0.0002827553387374314,0.0003230578094123026,0.0003675453075593213,0.0004164708422559132,0.00047008743306928627,0.0005286471907545015,0.0005924004291375636,0.0006615948136345375,0.000736474550998525,0.0008172796240587402,0.0009042450744297629,0.0009976003354315046,0.0010975686167772163,0.0012043663419610132,0.0013182026387096426,0.001439278882356328,0.001567788291546335,0.0017039155752929858,0.0018478366300667898
502.5025025025025,8.345603217392231e-08,1.3577603289758408e-07,2.1525780977491424e-07,3.3318162814181984e-07,5.043491726282568e-07,7.477999503019142e-07,1.08757704042782e-06,1.553526975631019e-06,2.1821163413036818e-06,3.017246241070208e-06,4.111045141789491e-06,5.524620773056086e-06,7.328752657750132e-06,9.604508399633114e-06,1.2443768933846711e-05,1.5949650424955658e-05,2.023681323942919e-05,2.5431651294214023e-05,3.167235797034782e-05,3.910886757597863e-05,4.790267396054843e-05,5.8226530254455614e-05,7.026403578860406e-05,8.420911800619739e-05,0.00010026541860132254,0.00011864559420548968,0.00013957054270579588,0.00016326856673705135,0.00018997448607170836,0.00021992871056674416,0.0002533762850491207,0.00029056591706521306,0.00033174899781836703,0.00037717862590465134,0.0004271086426599816,0.0004817926870793114,0.000541483277384825,0.0006064309254261064,0.0006768832892091305,0.0007530843679874643,0.0008352737435203791,0.000923685870318052,0.0010185494169605018,0.0011200866598994532,0.001228512930533755,0.0013440361157906718,0.0014668562119476544,0.00159716493099068,0.0017351453584243757,0.001880971661123138
505.005005005005,8.998744932559928e-08,1.4595251024755743e-07,2.3072266127853128e-07,3.561458456920244e-07,5.377257276111697e-07,7.953527992518196e-07,1.154082879023306e-06,1.6449471637838744e-06,2.3057758977896606e-06,3.182016404687192e-06,4.327525733499856e-06,5.805318476475371e-06,7.688251361332454e-06,1.0059627903091793e-05,1.3013708597963328e-05,1.6656114718101417e-05,2.110411658361284e-05,2.6486800115265316e-05,3.2945108388476075e-05,4.063175771355457e-05,4.971103037502993e-05,6.0358448510256347e-05,7.27603356497804e-05,8.711327415262144e-05,0.00010362346813797452,0.00012250602254386538,0.00014398414964677023,0.0001682883147765088,0.00019565533308615448,0.00022632742911951956,0.00026055127059326934,0.00029857698731168016,0.00034065718549345156,0.00038704596704420755,0.00043799796248519997,0.0004937673853754264,0.0005546071151646734,0.0006207678145098091,0.0006924970861932943,0.0007700386739159248,0.0008536317104067725,0.0009435100155110684,0.001039901446187744,0.0011430272996773233,0.0012531017704898548,0.0013703314613132851,0.0014949149474542001,0.0016270423939945477,0.001766895224477178,0.0019146458396172253
507.5075075075075,9.701174689108238e-08,1.568636472463454e-07,2.4725649985629495e-07,3.806312528099857e-07,5.732227413988158e-07,8.458053864784725e-07,1.2244841866602818e-06,1.7415145506759202e-06,2.4361325198232412e-06,3.3553757430525773e-06,4.55487521534673e-06,6.099598245364752e-06,8.064524307447403e-06,1.0535237248818388e-05,1.3608419636146352e-05,1.7392237697110942e-05,2.2006608202348604e-05,2.75833416088756e-05,3.426615872919136e-05,4.221058099976011e-05,5.158369701719561e-05,6.256381032924982e-05,7.533997546921607e-05,9.011143088321044e-05,0.00010708693871230689,0.00012648404236134631,0.00014852825342963195,0.00017345217991996631,0.0002014946077115642,0.0002328995471127022,0.00026791525593580063,0.0003067932499962544,0.0003497873112610495,0.00039715250309647307,0.0004491442012157526,0.0005060171480341732,0.0005680245372245218,0.0006354171343501123,0.000708442438552896,0.0007873438894045215,0.0008723601221994903,0.0009637242741902491,0.0010616633435402516,0.001166397602106716,0.0012781400625620735,0.0013970959998229077,0.001523462526276553,0.001657428219877496,0.001799172803825152,0.0019488668762294007
510.01001001001003,1.0456465125290828e-07,1.6856031947049307e-07,2.6493011122799396e-07,4.0673424673291404e-07,6.109689090404872e-07,8.993263944377032e-07,1.298998315962307e-06,1.843504795410071e-06,2.5735306941995777e-06,3.5377488808549983e-06,4.793610328832248e-06,6.408081444865277e-06,8.458310362703363e-06,1.1032205885563508e-05,1.422891518835232e-05,1.8159189154694844e-05,2.294562718233652e-05,2.872279631108096e-05,3.5637222492526936e-05,4.384725463152535e-05,5.352280460694921e-05,6.484496876616532e-05,7.800553834537384e-05,9.320640787654785e-05,0.00011065889189638628,0.00013058296118190104,0.00015320641031951464,0.00017876396869616833,0.00020749636701340425,0.00023964937120336601,0.00027547279520512947,0.0003152195034766438,0.0003591444134063043,0.00040750350698129655,0.0004605528601969228,0.0005185476977787125,0.000581741479860382,0.0006503850263354849,0.0007247256836954065,0.0008050065382947405,0.0008914656791573697,0.0009843355126609842,0.001083842130719562,0.0011902047334263978,0.0013036351065262017,0.001424337153553984,0.0015525064820101017,0.0016883300425330529,0.0018319858196819648,0.0019836425726456005
512.5125125125126,1.12684364196204e-07,1.8109676458362297e-07,2.838187463565219e-07,4.3455703373693156e-07,6.511003398247216e-07,9.560938027368996e-07,1.3778540883151215e-06,1.951207491195786e-06,2.718331599612195e-06,3.7295801772064806e-06,5.044270863145648e-06,6.731416051908517e-06,8.87037879521041e-06,1.155143764905525e-05,1.4876246929137483e-05,1.895818169143339e-05,2.3922559778611047e-05,2.990673633441399e-05,3.706006917119978e-05,4.554375618363323e-05,5.5530548558498625e-05,6.720434578203152e-05,8.075968035729862e-05,9.640110169799588e-05,0.00011434246985999519,0.00013480617061911065,0.0001580222639237535,0.00018422757797260822,0.00021366476112318354,0.0002465813035628476,0.00028322854020651614,0.0003238606456608377,0.00036873363134826023,0.0004181043540481593,0.00047222954421573574,0.0005313648615087813,0.0005957639840105287,0.0006656777367028927,0.000741353263834587,0.0008230332489557517,0.0009109551855648384,0.0010053507005421743,0.0011064449318326,0.0012144559611905667,0.0013295943022159872,0.0014520624433882242,0.0015820544453476306,0.0017197555912770602,0.0018653420888967492,0.002018980822301688
515.015015015015,1.2141172583006705e-07,1.9453079291911892e-07,3.0400238780491376e-07,4.6420795938097203e-07,6.93760959253222e-07,1.0162953691462533e-06,1.4612923604372087e-06,2.064926822995328e-06,2.8709138597043387e-06,3.931334577105177e-06,5.307420606632536e-06,7.070277706838083e-06,9.301530425058007e-06,1.2093872008647603e-05,1.5551506406485295e-05,1.9790472141607385e-05,2.493884092115382e-05,3.113678694818908e-05,3.853652589673754e-05,4.730212531230319e-05,5.760919073262478e-05,6.964443403613953e-05,8.360513238720677e-05,9.969848764391256e-05,0.0001181408972276557,0.0001391571482374745,0.00016297954704932955,0.00018984699680144192,0.00022000403506566683,0.00025369984367865485,0.00029118724219265324,0.00033272167574096423,0.0003785602073321961,0.0004289605237227969,0.0004841799630982786,0.0005444745718456761,0.0006100981967456949,0.0006813016179712927,0.0007583317273658186,0.0008414307556005861,0.0009308355509883595,0.0010267769119627489,0.0011294789745284423,0.001239158655346338,0.0013560251505421066,0.0014802794898160006,0.0016121141449844344,0.0017517126916977855,0.0018992495227507854,0.00205488961112836
517.5175175175175,1.307903876081127e-07,2.0892401044760102e-07,3.2556603096466075e-07,4.958018562642202e-07,7.39102931273197e-07,1.080129133657707e-06,1.5495666167708436e-06,2.18498225368661e-06,3.0316743271987324e-06,4.143498496351437e-06,5.5836483338605305e-06,7.425370802501231e-06,9.752598813838383e-06,1.2660485354269798e-05,1.6255826421864e-05,2.0657363040855562e-05,2.5995955763602564e-05,3.241462820083762e-05,4.006847912731107e-05,4.9124465499860486e-05,5.9761061229169595e-05,7.216779871712902e-05,8.654470198090836e-05,0.00010310162162223731,0.0001220574829704303,0.00014363945944679247,0.00016808208359161354,0.0001956263082948481,0.00022651853061365977,0.00026100959018205783,0.00029935375365805256,0.00034180769594909026,0.00038862948814208034,0.0004400776011721746,0.0004964099333236558,0.0005578828686922537,0.0006247503727727293,0.0006972631303870592,0.0007756677302519491,0.0008602058996115167,0.0009511137915408326,0.001048621326765009,0.0011529515911408476,0.001264320289316015,0.0013829352545149773,0.0015089960139008155,0.001642693408525675,0.001784209266507682,0.0019337161277551943,0.0020913770182965333
520.0200200200201,1.408669960306513e-07,2.2434205480387256e-07,3.48599980920672e-07,5.294604101488461e-07,7.872871016993949e-07,1.1478039465929033e-06,1.6429435887539626e-06,2.3117092398490065e-06,3.2010289002445597e-06,4.366580741075221e-06,5.873568829444294e-06,7.797429611964786e-06,1.0224451494348683e-05,1.3252292324781173e-05,1.6990382452574786e-05,2.156020413666898e-05,2.709544127501049e-05,3.374199658518869e-05,4.1657876378103027e-05,5.101294584125411e-05,6.19885602204288e-05,7.477707941381521e-05,8.958127524661098e-05,0.00010661364206994092,0.00012609562233292202,0.0001482567594299822,0.00017333379045469976,0.00020156969153009116,0.00023321268817056857,0.0002685152427015269,0.00030773303015736193,0.0003511239133350539,0.00039894692683320904,0.000451461278987834,0.000508925379654587,0.0005715959008079015,0.0006397268759516262,0.0007135688433813178,0.0007933680374196407,0.0008793656308745797,0.0009717970311539306,0.0010708912317147427,0.001176870219836472,0.001289948441084049,0.0014103323202713973,0.0015382198382467422,0.001673800163395973,0.0018172533363966525,0.001968750006449583,0.0021284512169630967
522.5225225225225,1.5169138764164435e-07,2.4085484508133236e-07,3.732001657537765e-07,5.653125453367631e-07,8.384834637947233e-07,1.219540021799346e-06,1.7417039020701764e-06,2.4454599783146376e-06,3.379413372155596e-06,4.601113463064907e-06,6.177823949822442e-06,8.187219456036893e-06,1.0717991241629933e-05,1.3870347178852181e-05,1.7756394117469367e-05,2.2500393942748348e-05,2.8238887875622467e-05,3.51206867475914e-05,4.330672799504158e-05,5.296980287318125e-05,6.429415982614016e-05,7.747499202637767e-05,9.27178187926564e-05,0.00011023777190780986,0.00013025879879589338,0.00015301279510468663,0.00017873867950363235,0.00020768142348452588,0.00024009104868093158,0.0002762216037421487,0.0003163301321477006,0.0003606756415663952,0.0004095180844850396,0.00046311735888762706,0.000521732336784631,0.0005856199273984556,0.000655034180825908,0.0007302254370390905,0.0008114395241660899,0.000898917009123143,0.0009928925028582101,0.0010935940217179586,0.0012012424057686467,0.001316050794288588,0.0014382241581048377,0.0015679588879686963,0.0017054424377510985,0.001850853020886729,0.002004359358201447,0.002166120475016934
